,0
1019,"Some early details about the new 20th Anniversary Beetlejuice DVD due out on September 16th, 2008"
1020,It's Funny To Think The Titular Character Is Only In The Movie Less Than Twenty Minutes
1021,Good for the hot sauce light weight who want's a little smokey flavor added to their food.
1022,"I use it iced or hot, It may help with my weight loss and has additional health benefits"
1023,Organix is a wonderful organic food that I use for my cats and dogs. They all love it!
1024,"LOVE these!  I don't like tea, and I avoid aspartame when possible.  Arizona got this right!"
1025,"Not too sweet or bitter, & the mint isnt too strong or weak either. A GREAT candy!"
1026,it smells so bad I could not use this + THIS OIL IS NOT EVEN A BARGAIN!
1027,Stop standing order...can purchase cans for $3.59 ea @ Target vs $4.07 via Amzon. Thank you
1028,"If you like the smell of feet and the taste of chalk, this bar's for you"
1029,Tal vez el mejor de todos los productos de conservas de cefal&oacute;podos / Perhaps the best of all tinned cephalopod products
1030,"The perfect energy might be coming from the caffeine boost, instead of the herbs!  It also doesn't have much flavor."
1031,"San Francisco Bay Coffee Decaf OneCup for Keurig K-Cup Brewers, French Roast, 12-Count (Pack of 3)"
1032,Want To Pay $31.51 Lb For Loose Tea That's Mediocre At Best?  Then Look No Further
1033,My cats LOVE this Paw Licking Chicken! But BEWARE of  the fish flavor's of Weruva that contain Menadione
1034,"Green Eggs & Chicken, 3 Paws Up (includes a 17 yo and 7 yo picky Debutantes). Great Human Grade Cat Food Experience"
1035,"If Your Kids are Stupid Enough to Think Water is Cool When It's In a Bottle with a Cartoon Character, Then Fork Over Your Cash"
1036,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1037,"Great Idea for smaller dogs. MJ loves this Bacon flavor, but she wants to bite the bottle."
1038,"Healthy treats. Made in the USA with all organic chicken, and doggie loves them. Very happy repeat customer"
1039,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1040,""" D E B U T A N T E ""......C O F F E E"
1041,"I just tried these for the first time, and they fall somewhere in the middle of the pack of Pringles flavors"
1042,Does not taste like the Lipton Yellow Label Tea I've had + no expiration date on package
1043,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1044,This is as close to movie theater (or disneyland) popcorn as you can make at home!
1045,Tellicherry peppercorns milled in my Unicorn Keytop Pepper Mill elevate pepper to a whole new level
1046,"I too figured from the way it was advertised that I was getting 2 boxes, NOT JUST ONE. EVEN the $0.19/ oz equals 96 oz, not 48."
1047,After I ordered I was told that the ad was a mistake & the price was not honored!
1048,A young vigorous Islay with a huge flavor profile but also a sweet and wooded side.
1049,"LOVE this packet of scrumptious spicy noodles!! oh, it's also vegetarian if it matters to you."
1050,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1051,"Very average to me, doesn't smell very good and doesn't condition as well as many others"
1052,"Decent Conditioner. Lightly Scented. Thick, No Tangle Formula. Leaves a Non-Dissolving Residue in Your Shower Drain."
1053,THERE ARE MANY GOOD BRANDS OF BREWERS YEAST - TWIN LABS ADDS TASTE & VALUE TO A WINNING FORMULA
1054,"Perfect to have around, even if you own a Japanese rice cooker and the same exact rice."
1055,"I'm sure the gumballs would be great, if they weren't EXTREMELY STALE!  I'll never purchase from this company again."
1056,WOW! We have searched all of our local shops for this and found it on Amazon.
1057,Warning: These treats are made in China.  FDA is investigating a link between these products and nearly a thousand deaths as
1058,"Larry's Beans Fair Trade Organic Coffee, Mama Nile Ethiopia, Whole Bean, 12-Ounce Bags (Pack of 3)"
1059,Most of these cookies are great - some lack a little flavor (but worth the calorie savings!)
1060,"This is my favorite sparkling mineral water.  Love the high mineral content and ""edge"" it has."
1061,"If I were to punch you in the face, you would have to fight off the urge to thank me."
1062,This is definitely a cereal that will agree with the palate of everyone in the family from your toddler to grandma!
1063,My Black Labrador throws up the new formula of Canidae All Life Stages Dry Dog Food
1064,Y U M M Y...........B U T......I ' V E......T A S T E D.......B E T T E R
1065,I have the chewiest Lab of ever and these bones are lasting a very long time!!!
1066,The only thing missing that I was looking for is the Subscribe & Save program for this item.
1067,Great BUT (!) My case came with BG can's in it instead of what I ordered!
1068,"First pack out of 4 tasted great, the second tasted raw - also higher fat content"
1069,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...
1070,Seems to Be Good Food - Dogs Like It.  Does have an Odor While Other Premium Foods Do Not.
1071,"Green Mountain Wild Mountain Blueberry Keurig K-Cups, 16 Count Green Mountain Wild Mountain Blueberry Keurig K-Cups, 16 Count"
1072,Retro Candy baskets make a unique gift for any occasion...one sure to bring back the memories
1073,"Kraft needs to drop petroleum derived food colors such as FD&C Blue 1, causes extreme GI issues"
1074,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!
1075,Love the product. Product is the best. But the per oz. price is calculated wrong. 3-10 oz boxes/19.49 = .65oz not the .21/o
1076,"Great, if you don't expect it to taste exactly like the original. Treats are perfect, though!"
1077,"You stuck me with this  I Never ordered it ,  ried to cancel but you refused"
1078,"I love Cappuccino but this taste like it's made with skim milk to me, not my favorite flavor"
1079,"The illy issimo Cappuccino Tastes Sweeter and Creamier than the illy issimo Caff&egrave;, but Starbucks is Still Better!"
1080,VERY Nice Vanilla! You Get What you pay for when it comes to vanilla...but this takes the sting out of it!
1081,Will clear out your sinuses - and air out the rest of you while it's at it
1082,"Product arrived with granules spilling out of it: two stars for sending a damaged, messy product"
1083,"Keeps the Cat Out of My Indoor Potted Plants, But I Need to Re-Apply Every 2 Weeks."
1084,Your product photo and description do NOT match.  I thought I was receiving SUGAR FREE as the photo shows!
1085,"This organic Peach Applesauce has a wonderfully delicate flavor that ""tastes just like my grandmother used to make!"""
1086,"For a tea with SUGAR it is OK, but I prefer the DIET which has no sugar or calories."
1087,Let the buyer beware. this product contains High fructose corn syrup AND Splenda and no juice
1088,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
1089,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
1090,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
1091,It smells great!! It's very mild though so if you have a lot of acne or scarring you may want something else.
1092,Salt & Cracked Pepper Canyon Cut.  OMG The Best Chips I've Ever Had By Far. Delecious
1093,"I need to know what ""natural flavoring"" specifically means... can't have MSG or any similar chemicals slipped into some foods."
1094,This is so much cheaper then getting my cappuccino from the gas station in the mornings!
1095,Very nice mustard for meats that have been prepared with ginger or raisins.  Your guests will ask you for the secret ingredient!
1096,"Finally, the TASTE of Fresh Fruit, not the Waxes, Pesticides, Dirt and Bug & Bird Do !!!!"
1097,My little yorkie is 14 years old and developed digestive problems a couple of years ago
1098,this product is used SELDOM in MOST SUSHI/CALIFORNIA ROLLS.  VERY FEW USE THIS.  I ENDED UP IN A ALLERGY BREATH SHOCK ON OXYGEN
1099,"Not *that* low fat, it does have plenty of fat. Also has a lot of sodium."
1100,In a taste test you can't tell the difference between Essence of Lemon or a shot of White Vinegar.
1101,C O F F E E......I S N ' T......B A D..............B U T.......O H --- O H.....!
1102,If I had known this was from the Jaipur Region I would not have purchased it
1103,The soup maybe delicious but do you know what's lurking in the inner lining of the Can?????
1104,Ordered the item on the 7th.. wasnt shipped until the 14th!! WAY BEHIND THE ESTIMATED ARRIVAL DATE!
1105,My boss told me this was some of the best coffe he had in his life!!
1106,"If much this purchases, it will be consumed by the insect (a hole is made in a bag and it invades into it)."
1107,"I'm sure the gumballs would be great, if they weren't EXTREMELY STALE!  I'll never purchase from this company again."
1108,These are very effective in detecting moth problems but they aren't designed to get rid of the problem
1109,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored
1110,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato
1111,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
1112,"At 100 calories each, they are an OK nice snack. I won't buy them again though."
1113,Have a cup or two before you stare blankly at your computer for the next 8 hours.
1114,Delicious Dense Cake - an excellent choice when looking for a more nutritious less allergic cake mix
1115,"Can't buy it at my grocery store, my 5 year old can't take peanut butter to school"
1116,"Great Idea for smaller dogs. MJ loves this Bacon flavor, but she wants to bite the bottle."
1117,"If you're on the fence about which high quality food to start your dog on, START HERE!!!"
1118,"Not the worst k cup out there, but there are too many better alternatives to justify this one..."
1119,"This is an excellent peach iced tea mix that taste just like snapple,out of the bottle."
1120,"Chicken of the Sea Tuna Health Select Chunk Light , 2.5 Ounce Pouch (Pack of 12)"
1121,"Walden Farms Thick and Spicy BBQ Sauce, Sugar Free, Calorie Free, Fat Free, Carb Free, 12 oz."
1122,much smalller than regular pigs ears - my dog says .. OMG THESE ARE EVEN BETTER TASTING ..... YUMMMMMMMMMM
1123,The 6 box set of tiny crackers is a very long-lasting supply.  They're salty but better than others I've seen in terms of health
1124,"I don't recommend drinking energy drinks on a regular basis, but these are great for the times when you actually need the boost!"
1125,"More Like 3 Hour Energy For Me, But Still Better Than All The Other Energy Drinks"
1126,"The naysayers overstate the 'problems', and the bottom line is, this stuff WORKS. No sugar, no crash. It's true."
1127,"If you are not too crazy about acidity in your coffee, this is the one to go"
1128,AN EXCELLENT TEA...I AM GLAD I FOUND THIS STUFF HERE AS IT IS DIFFICULT TO FIND IN STORES NOW.
1129,"You stuck me with this  I Never ordered it ,  ried to cancel but you refused"
1130,From the creator of the original Jelly Belly comes a new and even more outstanding bean!
1131,I can't decide if the outhouse or my cozy toilet is the better place for this product.
1132,"Healthy treats. Made in the USA with all organic chicken, and doggie loves them. Very happy repeat customer"
1133,"Very good flavor; a bit mild, but it's easier to add heat than to subtract it."
1134,9 grams  fat in 2 Tablespoons...and lots of sugar. This is mostly palm oil and seasonings.
1135,"I'm just a mom, and don't know what Rendang Curry is ""supposed to"" taste like.  We loved this..."
1136,"Lavazza if good coffee, this one was probably left out in the sun for too long"
1137,"Ordered these bars for my daughter in college who's on the go...will re-order for both of us, they are soooo yummy & HEALTHY!"
1138,"Used to own stock in the company, but changed their formulation, and get a much lower rating"
1139,The taste has been changed for 2012 spring and I prefer to have 2010's for aroma/taste
1140,Seems to Be Good Food - Dogs Like It.  Does have an Odor While Other Premium Foods Do Not.
1141,"It is just what I expected, and it is good, though it is made in China, what can we say???Big money is in controll"
1142,"My dog like it, but i don't know if it is good for him or not, but since it is fruits so i don't think it is."
1143,Lovely but NOT a Marathon bar (Marathon is the old name for Snickers - at least in England)
1144,1/3 of the cans were too dented to use--this product does not ship well at all!
1145,"A Potent Hot Sauce, similar to Tabasco, just Better. Buy the 28oz which costs only a few cents more"
1146,What a rip off this place $5 a bag I can get $2.5 all day long!!
1147,"Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count"
1148,A Potent Hot Sauce - it should be in every kitchen. Far better than Tabasco. The 28oz is only a few cents more
1149,A big hit with my two 3-year old felines. And a Google check okays its fat content
1150,"Awesomely delicious. PORTABLE FRUIT for anyone. Organic, low sodium, nothing aritfical, gluten free. We all ages 2 to 84 love."
1151,Tese duck n yam treats look really good but my 2 maltese wont even taste them
1152,My two Daschunds salivate at first sound of the bag being taken out of the cupboard!
1153,I wouldn't buy any dog food made by Diamond (chicken soup is only one of many)
1154,"Only 9 cents per cookie (Family Pack), they won't even last long enough to get stale!"
1155,Buffalo Worst Dog Food ever! Product is toxic and is being recalled! Both of my dogs got extremely sick thanks to this food!
1156,not the best ever year i must have fruitcake this looked good but dry stale like not much flavor not
1157,This white truffle salt smells good but I wonder if it is a natural flavor or not?
1158,Spend $150 and you still have to pay $2 every month for a new gasket? Ridiculous
1159,"Doesn't taste like cinnamon rolls, but I like it anyway. Serving sz: 47 biscuits = approx. 1 cup"
1160,Bought the case for my boyfriend. He loves them all. Theyre really popular in my school.
1161,This pumpkin is the best -- if you're using it for the same reason I am
1162,"Haven't used in recipe yet, but 5 out of 12 cans were badly dented and it was in a case"
1163,"Great Idea for smaller dogs. MJ loves this Bacon flavor, but she wants to bite the bottle."
1164,it matters not to me that this is corn and gluten-free...It's simply my favorite tasting chip!
1165,If you enjoy a variety of wonderful cheeses these especially nice biscuits (crackers) make an ideal accompaniment
1166,"Amazing for an instant soup. Totally the best DMRF instant soup...creamy texture, nicely spiced, filling. Wow!"
1167,"These are terrible!!! I thought I was ordering licorice, and these are nothing!! Just a mouth full of testless sugar."
1168,AWESOME VEGAN gluten free Organic SNACK BAR! My 11 yr old's prefered snack . He loves these better than candy bars.
1169,Great Buy!!!  By buying in bulk and auto-ship it cuts the cost down to approx. 0.62 per bag!  Cost in stores is $1.00
1170,Great Buy!!!  By buying in bulk and auto-ship it cuts the cost down to approx. 0.62 per bag!  Cost in stores is $1.00
1171,Great tea for weight loss! One of the ONLY ones I have found that actually works!
1172,Purchased a bag with way too much salt - Company provided a replacement: almonds were perfect
1173,OUR BENGI LOVES NATHAN'S HOWEVER IT APPEARS THAT ALL 4 PACKAGES OF SAUSAGE ARE DRIED OUT  WITH A JULY 2011 EXP DATE
1174,Mary Kate the CRF feral kitty NOMMED it all up and nipped my finger to get more
1175,Good Taste... Bad Reaction... Laxative for all.....Should be a warning before purchase and on the bag.
1176,"taste of the wild canned dog food for all lifestages, Pacific stream canine with smoked salmon formula(pack of 12)"
1177,"The packaging is ingenious, the concept is great... but this flavor was not a hit in this house"
1178,YUCK! NOT SWEET! NOT SWEET TEA --  Just light citrus flavor and hint of  tea. Do not expect any real tea flavor.
1179,"Easy to take with you, cost is a little high, I don't like this flavor at all."
1180,"Medium Heat - nice flavor - a tad too much Salt. 3 sizes: 5, 10, 32oz.  The larger size is the better buy.  Recommended!"
1181,Caol Ila 12 is big peat married to a lush floral honeyed flavor and a soft gentle manner
1182,"Ordered these bars for my daughter in college who's on the go...will re-order for both of us, they are soooo yummy & HEALTHY!"
1183,Can't eat peanut butter - don't despair.  This SUNBUTTER is delicious and of good nutritional value also!
1184,"Dent problems and BPA for many cans with use by dates of 2013 (formerly ""no problems"")"
1185,"Does Little Debbie offer Rice Crispie Treats? If not, then this is the best product she's dished out!"
1186,Seems to Be Good Food - Dogs Like It.  Does have an Odor While Other Premium Foods Do Not.
1187,I love my Yogi tea so much I keep it at the office and take it when I travel .
1188,My Dog Loves These Treats - Far More Than Any She Has Ever Had In Her 12 Years As My Companion
1189,No waste from these jars. High quality! Great gift for that Anchovy lover! Best Anchovies ever! Repeat buyer
1190,"don't let the cute packaging deceive, contains Blue 1 (petroleum derived) known for severe GI issues"
1191,Purchased a bag with way too much salt - Company provided a replacement: almonds were perfect
1192,"Of al the Stash iced teas this is the best, and it is still not all that good"
1193,"My, what a big package you have: A Planters Roasted Triple Nut Big Nut Bars review."
1194,"Like it a lot of far for use on the body, haven't cooked with it yet"
1195,"WAS the best mustard ever, until they changed formula & ruined it for gluten free people!"
1196,"Some early details about the new 20th Anniversary Beetlejuice DVD due out on September 16th, 2008"
1197,It's Funny To Think The Titular Character Is Only In The Movie Less Than Twenty Minutes
1198,Dogswell Duck Strip poisoned and killed 1 Std. Poodle and sickened 4 others. They are made in CHINA. Beware and be very careful.
1199,"Happy Bellies Organic Baby Cereals with DHA + Pre & Probiotics, Brown Rice, 7-Ounce Canisters (Pack of 6)"
1200,My order arrived today and they taste terrible!  It is hard to describe how horrible these taste.  DO NOT WASTE YOUR MONEY!
1201,"Like macaroons--chewy, VERY sweet, kinda expensive, but nice with coffee or tea for a non-full-of-processed stuff treat..."
1202,What else can I say about a product that was made to pick up poo poo?
1203,"Pleasant earthy beans, low acidity, but it lacks a certain interest on its own - blend it with brighter beans!"
1204,Yum - Excellent Cake - I'd make this even if I didn't need to be gluten free!
1205,"Cheap ingredients, 15 oz versus Pamela's 21 oz mix, it does taste great BUT I'll stick with Pamela's GF Cake thank you."
1206,I really hope that Betty Crocker doesn't discontinue their GF products.  This is my son's favorite cake mix
1207,Easy and you can substitute oil for butter (for cupcakes - I haven't tried it for the cake).
1208,"A Potent Hot Sauce, similar to Tabasco, but Much Better. Buy the 28oz which costs only a few cents more"
1209,"An okay filtered municipal tap water with slight ""chalky"" aftertaste, but the misleading health claims and hype are quackery!"
1210,"Seems to Provide Good Hydration After a Workout. Still A Little Skeptical, But Worth Trying if You are a Bottled Water Drinker."
1211,"Smooth, refreshing water. Does it live up to what it says? Yes. Is it going to improve your health? Yet to find out"
1212,This is the BEST tasting water I ever had - period! (yeah I gave 5 stars to - water!)
1213,It's reverse osmosis filtered municipal water with baking soda added - tastes fine but nothing special
1214,DO NOT GIVE THIS PRODUCT TO SMALL DOGS UNLESS YOU BREAK THEM APART WITH YOUR FINGERS!
1215,A 2 because it worked as a dusting but not as a substitute for non-gf flour in recipes.
1216,This is THE very best brittle I have EVER eatten in my 55 years of life.
1217,"Nice teas, but the packaging is ugly.  No way I'd have paid full price for this."
1218,"If Your Kids are Stupid Enough to Think Water is Cool When It's In a Bottle with a Cartoon Character, Then Fork Over Your Cash"
1219,Should be in Every Kitchen - better than Tabasco but to be candid there is NOT a stunning difference between the two
1220,"Not sure how old these are, but at 19.18 a case they are 70 cents a can"
1221,Tese duck n yam treats look really good but my 2 maltese wont even taste them
1222,My two Daschunds salivate at first sound of the bag being taken out of the cupboard!
1223,If you have concerns about what and how you should feed your dog contact your veterinarian.
1224,YOU CANNOT EAT JUST ONE OF THESE CRACKERS.THEY ARE THE BEST WITH THEIR LIGHT CHEESE FLAVOR.
1225,Eet Shmachelic: it's dutch for eat well and with taste... or so grandma used to say. I probably spelled it wrong.
1226,"Still a cinnamon tea, but not as overpowering as in Stash's Organic Chai Black & Green Tea"
1227,Really Like Taco and Chili Mix by this Company; Don't care for the Sloppy Joe mix
1228,It smells great!! It's very mild though so if you have a lot of acne or scarring you may want something else.
1229,"Previously ordered two gallons, will be placing another order for at least two more...yes, I am that pleased."
1230,enjoy the taste and it is so easy to use and to dispose of the pods
1231,Not as good as you would think.  It IS a true toddler formula.  Not recommended for new infants
1232,I'm sure it's great quality but gave my puppy runs (not due to switching foods either!)
1233,Not able to review these as they arrived in 100+ degree heat and were completely melted/disgusting.
1234,Looks like 'Reese's Puffs' Copycat...But Barely hint of peanut butter & Strange overal taste...Reese's Puff's MUCH better!
1235,"Tastes like Strawberry Ice Cream, but the charm is in the crispy texture and delicate slenderness"
1236,The only thing missing that I was looking for is the Subscribe & Save program for this item.
1237,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
1238,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
1239,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
1240,"Mr. Owl, how many licks does it take to get to the center of a Tootsie Roll Pop?"
1241,Hoping this is the same coffee as the two pack they sell (packaging looks a little different)
1242,"This sauce will delight your taste buds, but will not have you reaching for an extinguishing beverage."
1243,"Not terrible, but somewhat tasteless. Real black licorice fans should seek out Haribo's Pontefract Cakes instead"
1244,A very good middle-of-the-road blend for those who just want a plain old cup of coffee...
1245,A very good middle-of-the-road blend for those who just want a plain old cup of coffee...
1246,Perfect Bonsai Tree. Sheryls nursery includes everything you need to help you with the tree. Great seller and great product.
1247,A....M A G I C A L....B L E N D.........W I T H....A....S E C R E T..!
1248,Great Buy!!!  By buying in bulk and auto-ship it cuts the cost down to approx. 0.62 per bag!  Cost in stores is $1.00
1249,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!
1250,awful.... well it was in the condition i got it and how late I got it
1251,"Locally brewed in Germantown Wi, great choice for a chilled beverage when you are on the go"
1252,Honest Earth All Natural Creamy Mashed Potatoes Net Wt 5.6 LBS (2.54 KG) (14 Individually Sealed 8-Serving Pouches)
1253,Kiddos LOVE these fruit and veggie blends-- brilliant way to get in extra nutrients at snack time!
1254,"Still a cinnamon tea, but not as overpowering as in Stash's Organic Chai Black & Green Tea"
1255,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...
1256,Cats Initially Goobled Up This Food. Interest Waned ater a Month.  Wish I Could Pronounce Some of the Ingredients.
1257,It smells great!! It's very mild though so if you have a lot of acne or scarring you may want something else.
1258,It smells great!! It's very mild though so if you have a lot of acne or scarring you may want something else.
1259,Iced Celestial Seasonings Acai Mango Zinger Herbal Tea is a great drink to help you lose weight!
1260,Y U M M Y......I N E X P E N S I V E......B U T.....S O M E W H A T.....D R Y
1261,SOME THOUGHTS TO PONDER BEFORE YOU PURCHASE THIS PRODUCT AND GIVE IT TO YOUR FUR FRIENDS
1262,G O U R M E T ? .....Y E S ! !.......( H O O R A Y ! ! )
1263,1 or 2 clams in each can will have sand or shell fragments.  Product of Mainland China.
1264,"UPDATE 07/12:  OMG, this is AWESOME!!!! Finally a really good alternative to high fat peanut butter"
1265,THEIR COLUMBIAN COFFEE IS BETTER --  BUT THIS  'ALL PURPOSE' VARIETY IS STILL BETTER COFFEE THAN OUT OF A VENDING MACHINE
1266,It isn't so much this item as it is all the listings---I want to buy less than case lots.
1267,"Did not ship the brand listed, and got 3 cans of Hot instead of the variety pack."
1268,"I did not receive the medium roast, but instead I received various ""gourmet"" senseo coffees, with a few less pods in each packag"
1269,"Easy, pleasant, high fiber intake; easier, more pleasant, higher gram count than Metamucil.  Rich, crunchie bran flavor!"
1270,Wonderful flavor boost to help increase one of the most important needs our body has for water.
1271,"Green & Blacks Organic 85% Dark Chocolate --- 6g sugar, 14g Carbs/5g Fiber... Addictive! Hide it from me!"
1272,If I could rate this cereal an infinite instead of a 5 star then I would!!
1273,Can't say I'm a fan.  Oh well!  I still like  lots of other Newman's own products.
1274,"I'm glad I found these, they are hard to find where I live now for some reason!"
1275,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1276,Perfect size for a sweet treat every now and then and the jars are very useful
1277,Good for YOU and Good for Children and FUN to EAT plus some NEAT-O TRICKS & TIPS!
1278,"Not sure how old these are, but at 19.18 a case they are 70 cents a can"
1279,"Doesn't taste anything like apples, and did something to distort the taste of anything I ate with it"
1280,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored
1281,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato
1282,"I can enjoy soda again this summer! This really is a nice grape flavor soda pop, even for stevia haters (like me)!"
1283,Tese duck n yam treats look really good but my 2 maltese wont even taste them
1284,My two Daschunds salivate at first sound of the bag being taken out of the cupboard!
1285,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1286,"A BIG fan here  (low fat, tasty, very filling, excellent price/oz ratio, 1 yr future expiy date)d)"
1287,THERE ARE MANY GOOD BRANDS OF BREWERS YEAST - TWIN LABS ADDS TASTE & VALUE TO A WINNING FORMULA
1288,enjoy the taste and it is so easy to use and to dispose of the pods
1289,Glenfarclas 25 is the sweet floral sherried heart of Speyside pushed to the limit in the wood.
1290,This is so much cheaper then getting my cappuccino from the gas station in the mornings!
1291,"The ""Original"" is the Better Choice. The garlic/lime variants are a bit heavy handed and don't match the quality of the Original"
1292,Best Chocolate ever (well I think so but who knows what others think) perfect for the chocoholoics out there
1293,My Dog Loves These Treats - Far More Than Any She Has Ever Had In Her 12 Years As My Companion
1294,"this is the very best price you cant find a better price anywhere, and its the healtlirs form of fake sugar"
1295,"If you like Slim Jims and/or Tabasco, then these babies are fantastic. Hot, but delicious. A+!!!"
1296,You will only receive six 1.5 ounce boxes total and not 36 boxes as described as of
1297,"I don't like Hazelnut, but You Might!  I love every other Green Mountain K-Cup That I've Tried!"
1298,Great Tasting Vegan Stuff! I applaud Loma Linda to come out with Vegan and Vegetarian alternatives.
1299,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!
1300,"Too much vinegar in this variety. The ""extra hot"" version (look for a black background on the label) is much better"
1301,Those In Need Of (Or Are Simply Fans Of) Low Glycemic Index Snacks Are In Luck Here
1302,Fantastic - This Hot Cereal has 10 Grams of fiber per serving and it even tastes good.  Put some Fruit in or some Cinnamon
1303,"Hot but not too hot - a nicely blended hot sauce. Purchase this ""extra hot "" variety. The regular version is Not Recommended"
1304,A nice blend. Medium heat - not too much vinegar and a smart buy in the 32 oz size
1305,"If you want an old-fashioned, homemade taste in your cookies, Country Choice oatmeal raisin might be your cookie of choice ..."
1306,"Cat loves it BUT your cat can get TOO much protein and kidney was shutting down!!  Had to go to vet, get blood labs, give subq!!"
1307,Most Excellent amazing organic chichen Broth avaliable. 2012 and still the best staple for our house.
1308,MUCH better than store bought. Healthier - cheaper by the oz. - Great taste... Let's just say I am here for my second purchase.
1309,"Perhaps I don't love green tea as much as the other reviewers, but I love this one!"
1310,"5 crackers with strawberry topping = 25g fiber, ~120cal, 10 net carbs! Delicious! Happy customer! Completely calmed anxietytoeat"
1311,"Disgusting! The 1 star is ONLY for the packaging, shipping, and the fact that I love Amazon"
1312,"Sodium Benzoate as a preservative in Pet Calm is a ""no-no"" and should be eliminated to reduce cancer risk to pets as in humans."
1313,"Not for me tastes too much like licorice. My 10 year old likes it with lots of sugar, nothing like black tea."
1314,"This is great.  If you love peanut butter, it is excellent on bread to make a PB&J sandwich without all the calories.  No guilt."
1315,Finally! a PB that is as good in my mouth as it is for my waistline!
1316,"You stuck me with this  I Never ordered it ,  ried to cancel but you refused"
1317,"Small, dry, brittle cookies...not at all similar to home made, similar to Andy's vending machine cookies."
1318,"An okay filtered municipal tap water with slight ""chalky"" aftertaste, but the misleading health claims and hype are quackery!"
1319,"Seems to Provide Good Hydration After a Workout. Still A Little Skeptical, But Worth Trying if You are a Bottled Water Drinker."
1320,"Smooth, refreshing water. Does it live up to what it says? Yes. Is it going to improve your health? Yet to find out"
1321,This is the BEST tasting water I ever had - period! (yeah I gave 5 stars to - water!)
1322,It's reverse osmosis filtered municipal water with baking soda added - tastes fine but nothing special
1323,Really good Mango flavor for your water.  Low cal fruity experience without a nasty after taste. Great for kids or adults.
1324,"Great product and price with Subscribe and Save; If you need a cutter edge, simply replace this box with a used saran wrap box"
1325,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
1326,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
1327,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
1328,Kiddos LOVE these fruit and veggie blends-- brilliant way to get in extra nutrients at snack time!
1329,this is the best coffee I have ever had and it is consistent in its taste
1330,Best Brand I've tasted. Fresh & Nutty Flavor and you can add it to so many things!
1331,THOUGH I EAT THE UNSALTED VARIETY - 120 MG. OF SALT IS A SMALL PRICE TO PAY FOR PALATABILITY
1332,"I don't recommend drinking energy drinks on a regular basis, but these are great for the times when you actually need the boost!"
1333,"More Like 3 Hour Energy For Me, But Still Better Than All The Other Energy Drinks"
1334,"The naysayers overstate the 'problems', and the bottom line is, this stuff WORKS. No sugar, no crash. It's true."
1335,Don't buy these if you want to keep getting ramen from the grocery store for 10 for $1...
1336,I cannot eat 36 bags of the same fat and color additive in 5-10 days. They already taste stale.
1337,"Wellness Canned Dog Food for Puppy, Just for Puppy Recipe (Pack of 12 12.5 Ounce Cans)"
1338,"We examined their claims, gave it a taste-test, & found multiple problems with Zevia...But here's a solution! (Read on)"
1339,"While I prefer the red Lavazza for a drip machine, this is perfect for my espresso needs....."
1340,"Great candybar to have for a quicky lunch if you can,t or don,t have time a real lunch."
1341,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1342,"Just because a food has the word ""Energy"" in its name doesn't mean you'll get an energy boost..."
1343,For 60 calories I get all my C and some B vitamines plus a soothed throat
1344,Lipton to Go - Tropical Mango & Pineapple in a Bottle or load it up in a CamelBak®
1345,"Natural?  I do not think so!  States sweetened with Honey! On the box, under ingredients, it also has Sucralose in it!"
